0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
-0.8025155339488305,5.579074841190336,0.0002692103085353446,-0.007953984415264749,-0.0022179802855464646,-0.0007503720020986714,1.715891987879626,0.0,0.0,0.0,0.0,0.009126981086479857,0.09845247471846573,0.0,0.0,0.0,0.005231775857148033,-0.006943255181320903,0.10067902999211968,0.0,0.0,0.00650986487076727,-0.004630330931155054,-0.00041054847698870765,0.10699724684916459,0.0,-0.00674559596831015,-5.012298653607648e-06,-0.007709444278789935,0.006322343207209974,0.10135272839309564
-1.8810737031633975,5.5799812865955705,0.014858945581536283,-0.04024488617206975,0.0003670315189222191,0.0066374899294360315,1.8020425676569227,0.0,0.0,0.0,0.0,0.014849434836424143,0.10692278082535746,0.0,0.0,0.0,-0.04332227898926533,0.026674434657061197,1.3719898042336647,0.0,0.0,-0.00397062038035839,-3.53549218788683e-05,-0.00870757559260707,0.09671022573438642,0.0,-0.007592199405763059,0.0037354930609115326,-0.003061045842896469,0.0011289869410138576,0.10293955717686898
-1.9898884735993758,5.634307167863177,-0.0004630738590105367,-0.05293653459312619,-0.012224777352836691,-0.0071229831388283805,1.7793057838391433,0.0,0.0,0.0,0.0,0.007024519003497749,0.10923014099414793,0.0,0.0,0.0,0.01176382762428646,-0.1372004141871653,1.3163973270460867,0.0,0.0,0.005388762913520026,-0.0169330766560878,0.0067540258731840575,0.10545156399431077,0.0,0.003021826600017914,-0.004839056605082667,-0.0012365325672947511,0.00799065616097626,0.10935949551688848
-1.8809351784597022,5.609693935367487,-0.006438475822121254,0.030764182320495097,0.004664423822635587,-0.0034940080479072505,1.7271164026657637,0.0,0.0,0.0,0.0,-0.004796514805944316,0.09837204744957731,0.0,0.0,0.0,-0.10191561959004551,0.13627960228436237,1.3163929766170908,0.0,0.0,0.009613216203997048,-0.003996189031480602,0.00036904507323999873,0.10494493946157474,0.0,-0.0027766956590925705,-0.014209743202814111,0.004890739880090486,-0.013578146791001337,0.10950927512181625
-0.6499653798373406,5.63475965970898,0.0013561190906717076,-0.0029967673378014552,-0.01358216884401675,0.001727955435388642,1.7206488676826395,0.0,0.0,0.0,0.0,-0.0025691075948015675,0.09828532558998963,0.0,0.0,0.0,0.007966710660255337,-0.0032706787590953434,0.10819175243997575,0.0,0.0,0.0051295776810876565,-0.0015797748702664626,0.003301283733583284,0.1069037868972962,0.0,-0.0015520374256353855,0.014389729834504905,0.0010221018883399655,0.004386555365591572,0.10812009176696216
-1.9248668427924045,5.616348380314412,0.0010636474178847917,-0.05951278786807166,0.014801498783598968,-0.0033607491728136554,1.7288047359301517,0.0,0.0,0.0,0.0,-0.009884088438265647,0.09852400293013165,0.0,0.0,0.0,0.07657223193753093,-0.04798860981693204,1.3417025009031645,0.0,0.0,-0.0035440430362497196,0.005431865426942726,-0.0011251258620956477,0.10250152580120639,0.0,0.0032688241634249095,0.00042235997398631014,-0.0032427518261255684,-0.007827752910533744,0.09972557047415749
-2.0481504812251985,5.6274706154721,-0.010482025507525009,0.1347656799597803,-0.0050542744367946335,0.0013950145062039364,1.7206839429098513,0.0,0.0,0.0,0.0,-0.011479689453373623,0.11267708886568295,0.0,0.0,0.0,-0.06085145576320845,-0.06800619068279261,1.2778301318716276,0.0,0.0,-0.011860978096385883,0.011446176138743063,-0.01321813866345744,0.11463812060256544,0.0,0.006328687074058414,-0.006324435632531579,0.006418702520056995,0.007346296228544451,0.10136187413862928
-0.715112532912326,5.593349065212101,0.008435618197221377,0.008230465553508948,-0.005688902204838459,0.002557392824944323,1.768092279761053,0.0,0.0,0.0,0.0,0.004482943337499637,0.1093093837084032,0.0,0.0,0.0,0.0031876442383621307,-0.00273835490330707,0.10840968512357325,0.0,0.0,0.007600131455484477,-0.01061439943646697,-0.004465050332162607,0.1205385390986983,0.0,-0.010065598227585156,0.005875829893758783,4.905518548613102e-05,0.006638991944641931,0.09812430372969323
-1.900851107871576,5.570747423373777,0.024084964276046505,0.03400794909748563,-0.01419836665572272,0.0014880092660629033,1.709021183787866,0.0,0.0,0.0,0.0,0.0009160027063821524,0.11223174665993486,0.0,0.0,0.0,-0.08299257859654033,-0.07314875620332184,1.32037290286346,0.0,0.0,9.074787310141575e-06,0.006492941161922401,-0.000857278742858809,0.11160331824470164,0.0,0.014568826921005147,0.018874989929288332,-0.003541324744209353,5.756208438824931e-05,0.10614501224448288
-0.8802929313085673,5.609217069323634,0.001581834756247373,0.014321000452689117,0.0068961476252416875,0.006381597338981569,1.7126080014990794,0.0,0.0,0.0,0.0,-0.0023901984957093282,0.0992428677095193,0.0,0.0,0.0,0.0014464268640235083,0.005168458724282121,0.1127073646901652,0.0,0.0,0.0015354148838109512,0.016690058591874668,0.004030688731909436,0.12002861567405144,0.0,0.012344190178110524,-0.003076923839004717,-0.0034972729317179576,-0.0059287676621508755,0.11308003149725673
