0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
5.653361122794986,-0.03310604808127983,0.10481623998952598,-0.09881560128916647,0.0213941850651918,6.380528345138118,0.0,0.0,0.0,0.0,0.0,3.198584973860876,0.0,0.0,0.0,0.0,0.0,5.765709794802499,0.0,0.0,0.0,0.0,0.0,5.441421064760657,0.0,0.0,0.0,0.0,0.0,2.539498161870011
5.591055586989532,-0.03487568599437091,0.0981666306422285,-0.11555015559178404,0.010515583157622195,0.4648293926035832,0.0,0.0,0.0,0.0,0.0,2.58153860313964,0.0,0.0,0.0,0.0,0.0,2.2943236108717446,0.0,0.0,0.0,0.0,0.0,0.8229865482240591,0.0,0.0,0.0,0.0,0.0,4.311051235558791
5.477415826016118,0.025112580582945722,-0.0016234283534504973,-0.14026027877462516,-0.007103218801298832,0.23493199265206868,0.0,0.0,0.0,0.0,0.0,3.022823169491731,0.0,0.0,0.0,0.0,0.0,1.057448596548373,0.0,0.0,0.0,0.0,0.0,0.9424158708112083,0.0,0.0,0.0,0.0,0.0,2.8789650549438104
5.58621234453241,-0.0511692918056383,-0.04130028153188172,-0.0014856232775316267,-0.005061979590648949,0.48993686559035443,0.0,0.0,0.0,0.0,0.0,0.28221157278090114,0.0,0.0,0.0,0.0,0.0,1.3941922584154622,0.0,0.0,0.0,0.0,0.0,0.18595498354276205,0.0,0.0,0.0,0.0,0.0,0.2317377248428032
5.780228005690312,-0.08367286087145871,0.008595670644985036,-0.10948532079665253,-0.039728305022142266,0.1849246601976045,0.0,0.0,0.0,0.0,0.0,0.250155965289706,0.0,0.0,0.0,0.0,0.0,9.39461149681561,0.0,0.0,0.0,0.0,0.0,0.7433980997732128,0.0,0.0,0.0,0.0,0.0,0.9724599416405088
5.6331915772819094,-0.08252936750344239,0.008992133727048861,-0.09563653365626651,0.016003671984827838,1.0285723621255236,0.0,0.0,0.0,0.0,0.0,7.364265895231007,0.0,0.0,0.0,0.0,0.0,0.23522109981950626,0.0,0.0,0.0,0.0,0.0,0.27340996943178464,0.0,0.0,0.0,0.0,0.0,4.998232096791008
5.628605124940701,-0.06951934879927776,0.06457354458717837,-0.08639174791947274,0.02728900031475824,0.25252915658647024,0.0,0.0,0.0,0.0,0.0,0.19561455345847406,0.0,0.0,0.0,0.0,0.0,0.15332457848160191,0.0,0.0,0.0,0.0,0.0,4.190713774229101,0.0,0.0,0.0,0.0,0.0,3.1271991854632923
5.570753946529276,-0.11422398401333556,0.07446241803871115,-0.07357434816794113,0.04420120526698545,1.9172436664782628,0.0,0.0,0.0,0.0,0.0,5.750189187919502,0.0,0.0,0.0,0.0,0.0,0.6321750962899879,0.0,0.0,0.0,0.0,0.0,1.205025841587529,0.0,0.0,0.0,0.0,0.0,0.5089065638707907
5.493569158697236,-0.040991683485422495,0.030838298840039607,-0.12852712203605332,0.11262266186666856,6.746932696745367,0.0,0.0,0.0,0.0,0.0,0.7532534592258493,0.0,0.0,0.0,0.0,0.0,2.7554882144893993,0.0,0.0,0.0,0.0,0.0,0.274520536339212,0.0,0.0,0.0,0.0,0.0,0.1874214383706443
5.746641773470015,0.0002025479502314304,0.056541668237901445,-0.02052035644589879,0.020709983873029376,0.6231256058704492,0.0,0.0,0.0,0.0,0.0,1.0688749733254659,0.0,0.0,0.0,0.0,0.0,0.11554156852597125,0.0,0.0,0.0,0.0,0.0,3.618199938211696,0.0,0.0,0.0,0.0,0.0,8.100089001186365
5.584696567405773,-0.07896249056420733,0.006412752144160153,-0.1074868673079783,0.03142716334902545,0.7509800867353985,0.0,0.0,0.0,0.0,0.0,3.2744198055875833,0.0,0.0,0.0,0.0,0.0,2.4662747036848596,0.0,0.0,0.0,0.0,0.0,0.5453730810476606,0.0,0.0,0.0,0.0,0.0,3.4041592260066396
